reaction_id	pathway_ids (KEGG and Metacyc
rxn43072	PWY-7698
rxn43073	PWY-6038
rxn43074	PWY-7059
rxn43075	PWY-5048	PWY-5071
rxn43076	PWY-7866
rxn43077	PWY66-389
rxn43078	PWY-2181
rxn43079	PWY-5874
rxn43080	PWY-7901
rxn43081	PWY-7799
rxn43082	
rxn43083	PWY-7934
rxn43084	
rxn43085	
rxn43086	
rxn43087	PWY-321
rxn43088	PWY66-394
rxn43089	PWY-6585
rxn43090	PWY-6566	PWY-6567	PWY-6569	PWY-6571
rxn43091	
rxn43092	PWY-7400
rxn43093	PWY-7743
rxn43094	PWY-7800
rxn43095	PWY-6178
rxn43096	PWY-7698
rxn43097	
rxn43098	
rxn43099	PWY-6395	PWY-6932
rxn43100	PWY-5416	PWY-5422
rxn43101	
rxn43102	
rxn43103	
rxn43104	
rxn43105	PWY-842
rxn43106	
rxn43107	
rxn43108	PWY66-394
rxn43109	
rxn43110	PWY-6498
rxn43111	
rxn43112	
rxn43113	
rxn43114	PWY66-161
rxn43115	PWY-7809	PWY-7811
rxn43116	PWY66-3	PWY66-5
rxn43117	PWY-5827
rxn43118	
rxn43119	PWY-6801
rxn43120	PWY-7399	PWY0-1533
rxn43121	MALTOSECAT-PWY
rxn43122	PWY-7947
rxn43123	PWY-7887
rxn43124	PWY-7027
rxn43125	PWY-6733
rxn43126	PWY-8012
rxn43127	PWY-7703
rxn43128	PWY-7591
rxn43129	
rxn43130	PWY-7233
rxn43131	PWY-7660
rxn43132	
rxn43133	
rxn43134	PWY-2541
rxn43135	
rxn43136	
rxn43137	PWY-7740
rxn43138	KDO-NAGLIPASYN-PWY	LPSSYN-PWY	PWY-1269	PWY-7674
rxn43139	PWY-6544	PWY-699
rxn43140	
rxn43141	
rxn43142	KDO-NAGLIPASYN-PWY	LPSSYN-PWY	PWY-1269	PWY-7674
rxn43143	
rxn43144	
rxn43145	
rxn43146	
rxn43147	PWY-762
rxn43148	
rxn43149	PWY-7130
rxn43150	
rxn43151	
rxn43152	
rxn43153	PWY-5822
rxn43154	1CMET2-PWY	PWY-181	PWY-2201	PWY-3841
rxn43155	PWY-7679
rxn43156	
rxn43157	PWY-7854
rxn43158	PWY66-201	PWY66-221
rxn43159	PWY-1121	PWY-2181	PWY-7186
rxn43160	
rxn43161	
rxn43162	PWY-7689
rxn43163	
rxn43164	PWY-6538	PWY-6632
rxn43165	
rxn43166	
rxn43167	
rxn43168	
rxn43169	
rxn43170	PWY-7754
rxn43171	PWY-7659
rxn43172	
rxn43173	
rxn43174	PWY-5140	PWY-7105
rxn43175	PWY-7777
rxn43176	
rxn43177	
rxn43178	PWY-7608	PWY-7609
rxn43179	PWY-5258
rxn43180	
rxn43181	
rxn43182	
rxn43183	PWY-6495	PWY-6503
rxn43184	PWY1A0-6325
rxn43185	PWY-7826
rxn43186	PWY-7045
rxn43187	
rxn43188	PWY-7671
rxn43189	PWY-7448
rxn43190	PWY-5770
rxn43191	PWY66-394
rxn43192	
rxn43193	
rxn43194	PWY-7564
rxn43195	PWY-6733
rxn43196	PWY-5708	PWY-6176
rxn43197	PWY-7282
rxn43198	
rxn43199	
rxn43200	PWY-7260
rxn43201	
rxn43202	
rxn43203	
rxn43204	
rxn43205	
rxn43206	PWY-6053
rxn43207	
rxn43208	
rxn43209	
rxn43210	PWY-5787
rxn43211	PWY-2345
rxn43212	PWY-7654
rxn43213	
rxn43214	PWY-7808
rxn43215	PWY-7255
rxn43216	PWY-6700
rxn43217	PWY-7599
rxn43218	PWY-7572
rxn43219	
rxn43220	
rxn43221	
rxn43222	
rxn43223	PWY-7483
rxn43224	
rxn43225	
rxn43226	PWY-7931	PWY-7933
rxn43227	
rxn43228	PWY-6763
rxn43229	
rxn43230	
rxn43231	
rxn43232	PWY-7255	PWY-7550
rxn43233	PWY-5995
rxn43234	PWY-7885
rxn43235	
rxn43236	PWY-5978	PWY-5993
rxn43237	PWY-7250
rxn43238	
rxn43239	
rxn43240	
rxn43241	
rxn43242	
rxn43243	PWY-5352
rxn43244	PWY-7747
rxn43245	
rxn43246	
rxn43247	PWY-7782
rxn43248	
rxn43249	PWY-2541
rxn43250	PWY-5408	PWY-5433
rxn43251	
rxn43252	
rxn43253	
rxn43254	PWY-7059
rxn43255	
rxn43256	PWY-7637
rxn43257	
rxn43258	
rxn43259	PWY-7682
rxn43260	PWY-7798
rxn43261	PWY-7964
rxn43262	
rxn43263	PWY-7742
rxn43264	
rxn43265	PWY-7636
rxn43266	
rxn43267	PWY-7820
rxn43268	PWY-6546
rxn43269	
rxn43270	
rxn43271	
rxn43272	PWY-7932	PWY-7933
rxn43273	PWY66-221
rxn43274	PWY-7300
rxn43275	
rxn43276	
rxn43277	PWY-7291
rxn43278	
rxn43279	
rxn43280	CAROTENOID-PWY	PWY-5945
rxn43281	PWY-7759
rxn43282	PWY-7736
rxn43283	PWYQT-4476
rxn43284	PWY-7920
rxn43285	PWY-6831
rxn43286	
rxn43287	PWY-7160
rxn43288	PWY-7913
rxn43289	PWY-6093	PWY-6094
rxn43290	PWY-7680
rxn43291	
rxn43292	PWY-641
rxn43293	
rxn43294	
rxn43295	TEICHOICACID-PWY
rxn43296	PWY-5526	PWY-5529
rxn43297	TEICHOICACID-PWY
rxn43298	
rxn43299	
rxn43300	
rxn43301	PWY-7948
rxn43302	PWY-6433
rxn43303	
rxn43304	PWY66-397
rxn43305	
rxn43306	
rxn43307	
rxn43308	PWY-6659
rxn43309	ERGOSTEROL-SYN-PWY	PWY-6074	PWY66-341	PWY66-4	PWY66-5
rxn43310	
rxn43311	PWY-7421
rxn43312	PWY-7632
rxn43313	
rxn43314	PWY-7778	PWY-7779
rxn43315	
rxn43316	PWY-5285	PWY-5294	PWY-5335
rxn43317	PWY-7531
rxn43318	PWY-7919
rxn43319	PWY-7694
rxn43320	PWY-7862
rxn43321	PWY-7871	PWY-7874
rxn43322	PWY-7497
rxn43323	
rxn43324	
rxn43325	PWY-7703
rxn43326	
rxn43327	
rxn43328	PWY-7737
rxn43329	PWY-5529	PWY-5531
rxn43330	
rxn43331	
rxn43332	PWY66-3	PWY66-5
rxn43333	
rxn43334	PWY-7206
rxn43335	PWY-7548
rxn43336	PWY-7534
rxn43337	PWY-5290
rxn43338	ACETOACETATE-DEG-PWY	CENTFERM-PWY	ERGOSTEROL-SYN-PWY	GLUDEG-II-PWY	P162-PWY	P163-PWY	PWY-5177	PWY-5184	PWY-5327	PWY-5676	PWY-5741	PWY-5789	PWY-5910	PWY-6146	PWY-6174	PWY-6583	PWY-6588	PWY-6590	PWY-6594	PWY-6604	PWY-6863	PWY-6876	PWY-6883	PWY-6886	PWY-7003	PWY-7216	PWY-7218	PWY-7391	PWY-7401	PWY-7402	PWY-7524	PWY-7778	PWY-7779	PWY-922	PWY1-3	PWY66-367	PWY66-368	PWY66-5
rxn43339	
rxn43340	PWY-7854
rxn43341	
rxn43342	PWY-7100
rxn43343	PWY-8017
rxn43344	PWY-7664
rxn43345	
rxn43346	PWY-5048	PWY-5071
rxn43347	PWY-7412
rxn43348	PWY-7283
rxn43349	PWY0-1586
rxn43350	PWY-6962	PWY-6965
rxn43351	
rxn43352	PWY-7490
rxn43353	PWY-7072
rxn43354	PWY-8000
rxn43355	
rxn43356	
rxn43357	
rxn43358	
rxn43359	
rxn43360	
rxn43361	PWY-7762
rxn43362	PWY-7921
rxn43363	
rxn43364	PWY-6997
rxn43365	
rxn43366	
rxn43367	PWY-7667	PWY-7668
rxn43368	PWY-5198
rxn43369	PWYQT-4472
rxn43370	
rxn43371	PWY-7937
rxn43372	
rxn43373	
rxn43374	PWY-7844
rxn43375	PWY-7291
rxn43376	PWY-3641
rxn43377	PWY-5290
rxn43378	
rxn43379	PWY-6113	PWYG-321
rxn43380	TRNA-CHARGING-PWY
rxn43381	PWY-7677
rxn43382	
rxn43383	PWY-7718
rxn43384	PWY-7085
rxn43385	PWY-8006
rxn43386	
rxn43387	PWY-5301
rxn43388	PWY-7511
rxn43389	PWY-7831
rxn43390	
rxn43391	PWY-6735
rxn43392	
rxn43393	
rxn43394	PWY-7325
rxn43395	PWY-6493	PWY-6503
rxn43396	PWY-8012
rxn43397	P221-PWY
rxn43398	PWY-4961
rxn43399	PWY-7694	PWY-7706	PWY-8008
rxn43400	PWY0-501
rxn43401	
rxn43402	PWY-641
rxn43403	GLUCARDEG-PWY	GLUCARGALACTSUPER-PWY	PWY-6499	PWY-6516
rxn43404	PWY-7653
rxn43405	PWY-6378	PWY-6379
rxn43406	PWY-6660	PWY-6662
rxn43407	PWY-5267
rxn43408	PWY-7706
rxn43409	
rxn43410	PWY-7826
rxn43411	PWY-7951
rxn43412	PWY-4421
rxn43413	
rxn43414	
rxn43415	PWY-7704
rxn43416	PWY-7831
rxn43417	
rxn43418	PWY-7901
rxn43419	PWY-7624
rxn43420	PWY-6540
rxn43421	PWY-7233
rxn43422	
rxn43423	
rxn43424	PWY-6113	PWYG-321
rxn43425	
rxn43426	PWY-7212
rxn43427	
rxn43428	
rxn43429	
rxn43430	PWY-8012
rxn43431	PWY-7607	PWY-7609
rxn43432	
rxn43433	PWY-7072
rxn43434	PWY-7612
rxn43435	PWY-7946	PWY18HP-2
rxn43436	PWY-5940
rxn43437	
rxn43438	
rxn43439	
rxn43440	
rxn43441	
rxn43442	
rxn43443	
rxn43444	PWY-7723
rxn43445	
rxn43446	
rxn43447	PWY-5292
rxn43448	
rxn43449	
rxn43450	PWY-7815
rxn43451	
rxn43452	
rxn43453	
rxn43454	PWY-6677
rxn43455	PWY-7832
rxn43456	P301-PWY
rxn43457	PWY-7760
rxn43458	PWY-7726
rxn43459	PWY-7819
rxn43460	PWY-5412	PWY-5416
rxn43461	
rxn43462	PWY-6807
rxn43463	
rxn43464	PWY-7140
rxn43465	PWY-2681
rxn43466	
rxn43467	PWY-782
rxn43468	
rxn43469	PWY-7171
rxn43470	PWY-7746
rxn43471	PWY-6332
rxn43472	PWY-7958
rxn43473	
rxn43474	PWY-6433
rxn43475	PWY-782
rxn43476	PWY-5451	PWY-7466
rxn43477	
rxn43478	PWY-7426	PWY-7920
rxn43479	PWY66-201	PWY66-221
rxn43480	PWY-7892
rxn43481	PWY-7410
rxn43482	PWY-7585
rxn43483	
rxn43484	
rxn43485	PWY-5260
rxn43486	PWY-7826
rxn43487	PWY-7168
rxn43488	
rxn43489	
rxn43490	
rxn43491	
rxn43492	
rxn43493	TEICHOICACID-PWY
rxn43494	PWY-7894
rxn43495	
rxn43496	PWY-7129
rxn43497	
rxn43498	PWY-7439
rxn43499	
rxn43500	
rxn43501	PWY-7692
rxn43502	
rxn43503	
rxn43504	
rxn43505	PWY-7187	PWY0-166
rxn43506	PWY-7957	PWY-7958	PWY-7959
rxn43507	SOPHOROSYLOXYDOCOSANOATE-SYN-PWY
rxn43508	
rxn43509	PWY-7172
rxn43510	PWY-5915	PWY-7579
rxn43511	PWY-7798
rxn43512	PWY-7758	PWY-7759	PWY-7760
rxn43513	PWY-5248	PWY-6830
rxn43514	
rxn43515	
rxn43516	
rxn43517	
rxn43518	
rxn43519	
rxn43520	
rxn43521	PWY-6470
rxn43522	TRNA-CHARGING-PWY
rxn43523	
rxn43524	
rxn43525	PWY-7907
rxn43526	
rxn43527	PWY-5280	PWY-5283	PWY-5327	PWY-6328
rxn43528	PWY-7835	PWY-7836
rxn43529	
rxn43530	PWY-7547
rxn43531	PWY-7025
rxn43532	PWY-2541
rxn43533	PWY-6753
rxn43534	PWY-7713	PWY-7715
rxn43535	PWY-7477
rxn43536	
rxn43537	PWY-7629
rxn43538	
rxn43539	
rxn43540	
rxn43541	
rxn43542	
rxn43543	
rxn43544	PWY-581
rxn43545	
rxn43546	PWY-7979
rxn43547	PWY-7422
rxn43548	P2-PWY
rxn43549	PWY-7771
rxn43550	PWY-7421
rxn43551	
rxn43552	PWY-2921
rxn43553	PWY-7818
rxn43554	
rxn43555	PWY-7543
rxn43556	
rxn43557	PWY-7255	PWY-7550
rxn43558	PWY-7071
rxn43559	P181-PWY	PWY-7128
rxn43560	
rxn43561	
rxn43562	PWY-7059
rxn43563	PWY-6888
rxn43564	
rxn43565	
rxn43566	PWY-7800
rxn43567	
rxn43568	PWY-7778	PWY-7779
rxn43569	P344-PWY	PWY-7308
rxn43570	PWY-7495
rxn43571	PWY-7742
rxn43572	PWY-7815
rxn43573	PWY-5022	PWY-5677	PWY-5789	PWY-7854
rxn43574	
rxn43575	
rxn43576	PWY-7533
rxn43577	PWY-6710
rxn43578	
rxn43579	PWY-6769
rxn43580	
rxn43581	NONMEVIPP-PWY	PWY-5121	PWY-6270	PWY-7156	PWY-7392
rxn43582	
rxn43583	PWY-7694
rxn43584	
rxn43585	
rxn43586	
rxn43587	PWY-7590
rxn43588	
rxn43589	PWY-5316	PWY-7342
rxn43590	PWY-4202
rxn43591	PWY-7747
rxn43592	PWY-7734
rxn43593	PWY-7746
rxn43594	
rxn43595	PWY-7484
rxn43596	
rxn43597	
rxn43598	
rxn43599	PWYQT-4450
rxn43600	PWY-5203
rxn43601	
rxn43602	
rxn43603	
rxn43604	
rxn43605	PWY-7599
rxn43606	PWY-7158
rxn43607	PWY-5404	PWY-5405
rxn43608	PWY-5848
rxn43609	
rxn43610	
rxn43611	PWY-7178
rxn43612	PWY-6418
rxn43613	
rxn43614	
rxn43615	
rxn43616	PWY-7337	PWY-7338
rxn43617	PWY-5995
rxn43618	PWY-7935
rxn43619	
rxn43620	
rxn43621	
rxn43622	
rxn43623	
rxn43624	PWY-7072
rxn43625	PWY-6433
rxn43626	PWY-7105
rxn43627	
rxn43628	PWY-7723
rxn43629	
rxn43630	
rxn43631	PWY-7708
rxn43632	
rxn43633	PWY-7157
rxn43634	PWY-6337
rxn43635	PWY-7163
rxn43636	
rxn43637	PWY-3502	PWY3O-4107
rxn43638	
rxn43639	
rxn43640	PWY-7671
rxn43641	
rxn43642	PWY-5036	PWY-5052
rxn43643	
rxn43644	PWY-7337	PWY-7338	PWY-7339
rxn43645	
rxn43646	
rxn43647	PWY66-3	PWY66-5
rxn43648	
rxn43649	P381-PWY	PWY-5507	PWY-7962
rxn43650	PWY-7840
rxn43651	PWY-7713	PWY-7715
rxn43652	
rxn43653	PWY-6633
rxn43654	
rxn43655	PWY-6464
rxn43656	PWY-7287	PWY-7304
rxn43657	
rxn43658	PWY-7653
rxn43659	PWY-6000	PWY-7592
rxn43660	PWY-7563
rxn43661	PWY-7742
rxn43662	PWY-1381
rxn43663	
rxn43664	PWY-5827
rxn43665	
rxn43666	PWY-7817
rxn43667	PWY-7983
rxn43668	PWY-5775	PWY-6425
rxn43669	
rxn43670	PWY-5133	PWY-5134
rxn43671	PWY-7569
rxn43672	
rxn43673	P662-PWY	PWY-7009
rxn43674	
rxn43675	PWY-7636
rxn43676	PWY-782
rxn43677	PWY-7138
rxn43678	PWY-7305	PWY-7306
rxn43679	PWY-7648
rxn43680	
rxn43681	PWY-7994
rxn43682	
rxn43683	PWY-5195
rxn43684	
rxn43685	PWY-6902
rxn43686	
rxn43687	
rxn43688	PWY-5940
rxn43689	
rxn43690	
rxn43691	
rxn43692	
rxn43693	PWY-5133	PWY-5134
rxn43694	
rxn43695	
rxn43696	PWY-7705
rxn43697	PWY-7382
rxn43698	
rxn43699	PWY-6533
rxn43700	
rxn43701	
rxn43702	
rxn43703	PWY-7762
rxn43704	PWY-6791
rxn43705	
rxn43706	PWY-7663
rxn43707	
rxn43708	
rxn43709	
rxn43710	PCPDEG-PWY
rxn43711	
rxn43712	PWY-1186
rxn43713	PWY-6289
rxn43714	
rxn43715	PWY-8003
rxn43716	PWY-6113	PWYG-321
rxn43717	PWY-7066
rxn43718	PWY-7923
rxn43719	PWY1A0-6325
rxn43720	
rxn43721	PWY-5998
rxn43722	
rxn43723	
rxn43724	
rxn43725	
rxn43726	PWY-6807
rxn43727	PWY-5129
rxn43728	
rxn43729	PWY-6575
rxn43730	
rxn43731	PWY-7690
rxn43732	PWY-7706
rxn43733	
rxn43734	
rxn43735	
rxn43736	TRNA-CHARGING-PWY
rxn43737	PWY-7420
rxn43738	
rxn43739	PWY-7733
rxn43740	PWY-782
rxn43741	PWY-7513
rxn43742	SUCUTIL-PWY
rxn43743	PWY-7450
rxn43744	PWY-5855	PWY-5873
rxn43745	PWY-2055	PWY-2761	PWY-6332
rxn43746	PWY-6113	PWYG-321
rxn43747	PWY-6978
rxn43748	
rxn43749	PWY-6051
rxn43750	PWY-6558	PWY-6564
rxn43751	PWY-7726
rxn43752	PWY-7905
rxn43753	LIPAS-PWY
rxn43754	
rxn43755	
rxn43756	PWY-6501	PWY-6516
rxn43757	
rxn43758	PWY-6544	PWY-699
rxn43759	PWY-7821
rxn43760	
rxn43761	PWY-7605	PWY-7609
rxn43762	
rxn43763	
rxn43764	
rxn43765	PWY-5
rxn43766	
rxn43767	
rxn43768	
rxn43769	PWYQT-4472
rxn43770	
rxn43771	PWY-5692	PWY-5698	PWY-5705	PWY0-41	URDEGR-PWY
rxn43772	PWY-7626
rxn43773	PWY-7898
rxn43774	PWY-7517
rxn43775	PWY-6531
rxn43776	PWY-6648
rxn43777	PWY-7587	PWY-7596
rxn43778	PWY-7865
rxn43779	PWY-6263	PWY-7374
rxn43780	
rxn43781	PWY-7154	PWY-7156
rxn43782	
rxn43783	
rxn43784	ALL-CHORISMATE-PWY	ENTBACSYN-PWY
rxn43785	PWY-7689
rxn43786	
rxn43787	
rxn43788	
rxn43789	PWY-7742
rxn43790	
rxn43791	PWY-7614
rxn43792	PWY-7510
rxn43793	
rxn43794	PWY-1961	PWY-1962	PWY-2021	PWY-5811
rxn43795	PWY-7100
rxn43796	PWY-2582	PWY-6544
rxn43797	PWY-7055
rxn43798	BRANCHED-CHAIN-AA-SYN-PWY	HOMOCYSDEGR-PWY	ILEUSYN-PWY	PWY-3001	PWY-5328	PWY-5437	PWY-5826	PWY-6292	PWY-701	THREOCAT-PWY
rxn43799	PWY-6279
rxn43800	PWY-5526	PWY-5529
rxn43801	PWY-7434
rxn43802	PWY-7412
rxn43803	PWY-5152	PWY-6787
rxn43804	
rxn43805	PWY-7650
rxn43806	
rxn43807	
rxn43808	PWY-7835	PWY-7836
rxn43809	
rxn43810	
rxn43811	PWY-7880
rxn43812	PWY-7885
rxn43813	PWY-7818
rxn43814	PWY-6824
rxn43815	PWY-2083	PWY-3097
rxn43816	PWY-762
rxn43817	PWY-861
rxn43818	PWY-2345
rxn43819	PWY-7490
rxn43820	
rxn43821	PWY-7847
rxn43822	
rxn43823	PWY-7925
rxn43824	PWY-5257	PWY-7294
rxn43825	PWY-5975
rxn43826	PWY-7149	PWY-7151
rxn43827	
rxn43828	ERGOSTEROL-SYN-PWY	PWY-6075
rxn43829	
rxn43830	PWY-5672
rxn43831	PWY-7754
rxn43832	PWY-7678
rxn43833	PWY-7483	PWY-7485
rxn43834	
rxn43835	
rxn43836	PWY-6453
rxn43837	PWY-6892	THISYN-PWY
rxn43838	PWY-2904	PWY-5717
rxn43839	PWY-782
rxn43840	PWY-7088
rxn43841	
rxn43842	
rxn43843	
rxn43844	
rxn43845	
rxn43846	PWY-7988
rxn43847	PWY-7970
rxn43848	
rxn43849	
rxn43850	PWY-5775
rxn43851	PWY-7511
rxn43852	PWY-7542
rxn43853	
rxn43854	PWY-7475	PWY-7476
rxn43855	
rxn43856	PWY-7747
rxn43857	PWY-6857
rxn43858	
rxn43859	
rxn43860	
rxn43861	
rxn43862	
rxn43863	
rxn43864	PWY-7754
rxn43865	PWY-7629
rxn43866	
rxn43867	PWY-7702
rxn43868	
rxn43869	FOLSYN-PWY	PWY-6121	PWY-6277	PWY-6613	PWY-841
rxn43870	PWY-7722
rxn43871	
rxn43872	
rxn43873	
rxn43874	
rxn43875	
rxn43876	PWY-4161	PWY-6949
rxn43877	PWY-7522
rxn43878	PWY-6113	PWYG-321
rxn43879	PWY-7776
rxn43880	
rxn43881	PWY-7690
rxn43882	
rxn43883	
rxn43884	PWY-6892	THISYN-PWY
rxn43885	PWY-7340
rxn43886	PWY66-395
rxn43887	PWY-7025
rxn43888	
rxn43889	PWY-7826
rxn43890	PWY-5434
rxn43891	
rxn43892	PWY-7442
rxn43893	PWY-7746
rxn43894	
rxn43895	PWY-5248	PWY-6830
rxn43896	PWY-6928	PWY-6945	PWY-6946	PWY-6947
rxn43897	PWY-7114
rxn43898	PWY-6598	PWY-7601	PWY-7725
rxn43899	PWY-7770
rxn43900	
rxn43901	
rxn43902	PWY-7767
rxn43903	PWY-6113	PWYG-321
rxn43904	PWY-7660
rxn43905	PWY-6192
rxn43906	
rxn43907	PWY-3301
rxn43908	PWY-5808
rxn43909	PWY-7800
rxn43910	
rxn43911	
rxn43912	PWY-7409
rxn43913	
rxn43914	PWY-5526	PWY-5529
rxn43915	PWY-7661
rxn43916	
rxn43917	
rxn43918	PWY-7672
rxn43919	
rxn43920	
rxn43921	PWY-7547
rxn43922	PWY-7805
rxn43923	
rxn43924	
rxn43925	PWY-7911
rxn43926	
rxn43927	
rxn43928	
rxn43929	
rxn43930	PWY-2821	PWY-7824
rxn43931	
rxn43932	PWY-7994
rxn43933	
rxn43934	PWY-6501	PWY-6516
rxn43935	
rxn43936	
rxn43937	
rxn43938	PWY-361	PWY-6039	PWY-6040
rxn43939	
rxn43940	PWY-1187
rxn43941	
rxn43942	PWY-7969
rxn43943	PWY-6051
rxn43944	PWY-7731
rxn43945	PWY-7938
rxn43946	
rxn43947	PWY-7882
rxn43948	PWY-6400	PWY-6402
rxn43949	
rxn43950	PWY-2083	PWY-3097	PWY-5060	PWY-7325	PWY-7995
rxn43951	PWY-7714	PWY-7715
rxn43952	PWY-7673
rxn43953	PWY-5990	PWY-5991
rxn43954	PWY-5098	PWY-6927
rxn43955	
rxn43956	PWY-6557	PWY-6564	PWY-6569	PWY-6571
rxn43957	PWY-3121	PWY-7091
rxn43958	
rxn43959	PWY-5052	PWY-7232
rxn43960	SPHINGOLIPID-SYN-PWY
rxn43961	
rxn43962	
rxn43963	PWY-7160
rxn43964	
rxn43965	
rxn43966	
rxn43967	
rxn43968	PWY-7241
rxn43969	PWY-7653
rxn43970	PWY-7129
rxn43971	PWY-5254
rxn43972	PWY-7321
rxn43973	PWY-6113	PWYG-321
rxn43974	PWY-7883
rxn43975	PWY-7524
rxn43976	PWY-7906
rxn43977	
rxn43978	PWY-7428
rxn43979	
rxn43980	
rxn43981	
rxn43982	
rxn43983	
rxn43984	PWY-7835	PWY-7836
rxn43985	
rxn43986	
rxn43987	PWY-7677
rxn43988	
rxn43989	
rxn43990	
rxn43991	PWY-5826
rxn43992	PWY-5291
rxn43993	PWY-7352
rxn43994	PWY-7820
rxn43995	
rxn43996	
rxn43997	PWY-5290
rxn43998	
rxn43999	PWY-7783
rxn44000	PWY-7895
rxn44001	PWY-7241
rxn44002	PWY-7793
rxn44003	PWY-8017	TRPKYNCAT-PWY
rxn44004	2AMINOBENZDEG-PWY	BENZCOA-PWY
rxn44005	PWY-7631
rxn44006	PWY-7546
rxn44007	
rxn44008	PWY-7665
rxn44009	PWY-7711	PWY-7715
rxn44010	
rxn44011	PWY-6113	PWYG-321
rxn44012	
rxn44013	
rxn44014	PWY-7532
rxn44015	PWY-6
rxn44016	
rxn44017	PWY-6433
rxn44018	
rxn44019	PWY0-1264
rxn44020	PWY-5941
rxn44021	PWY-6377
rxn44022	PWY-7484
rxn44023	PWY-7714	PWY-7715
rxn44024	
rxn44025	PWY-7510
rxn44026	PWY-7066
rxn44027	PWY-7510
rxn44028	
rxn44029	
rxn44030	
rxn44031	
rxn44032	PWY-6408
rxn44033	
rxn44034	PWY-5985
rxn44035	PWY-1622
rxn44036	PWY-5936
rxn44037	PWY-5976
rxn44038	PWY-6517	PWY-6906
rxn44039	P561-PWY
rxn44040	
rxn44041	PWY-7931	PWY-7933
rxn44042	
rxn44043	
rxn44044	PWY-7664
rxn44045	PWY-7974
rxn44046	
rxn44047	PWY-7439
rxn44048	PWY-4722
rxn44049	
rxn44050	
rxn44051	PWY-7172
rxn44052	PWY-7919
rxn44053	
rxn44054	
rxn44055	
rxn44056	
rxn44057	
rxn44058	
rxn44059	PWY-7599
rxn44060	PWY-7250
rxn44061	PWY-7246	PWY-7248
rxn44062	PWY-7745
rxn44063	PWY-5652	PWY-6309
rxn44064	PWY-7282
rxn44065	PWY-7160
rxn44066	PWY-8012
rxn44067	PWY-5672
rxn44068	PWY-6544
rxn44069	PWY-6855	PWY-6902	PWY-7822
rxn44070	CAROTENOID-PWY	PWY-6475
rxn44071	PWY-7445
rxn44072	PWY-7477
rxn44073	PWY-7742
rxn44074	
rxn44075	
rxn44076	
rxn44077	PWY-5521	PWY-5782
rxn44078	PWY-5469
rxn44079	PWY-6113	PWYG-321
rxn44080	
rxn44081	PWY-7599
rxn44082	PWY-7974
rxn44083	PWY-7984
rxn44084	PWY-6141	PWY-6146	PWY-6349	PWY-6350
rxn44085	PWY-6082
rxn44086	PWY-7901
rxn44087	PWY-6113	PWYG-321
rxn44088	PWY-7607	PWY-7609
rxn44089	PWY-7814
rxn44090	
rxn44091	PWY-5997
rxn44092	
rxn44093	
rxn44094	PWY-7154	PWY-7156
rxn44095	PWY-6145	PWY-7529
rxn44096	PWY-7693	PWY-7694
rxn44097	PWY-5984	PWY-5993
rxn44098	PWY-7824
rxn44099	
rxn44100	
rxn44101	PWY-7426
rxn44102	
rxn44103	PWY-6281
rxn44104	PWY-7954
rxn44105	PWY-2661
rxn44106	PWY-7152
rxn44107	
rxn44108	PWY-7462	PWY-7465
rxn44109	PWY-6539
rxn44110	
rxn44111	
rxn44112	PWY-7967
rxn44113	PWY-7557
rxn44114	PWY-7833
rxn44115	
rxn44116	PWY-7820
rxn44117	PWY-7769
rxn44118	PWY-7846
rxn44119	PWY-7982
rxn44120	PWY-6986
rxn44121	
rxn44122	PWY-7758	PWY-7759	PWY-7760
rxn44123	DAPLYSINESYN-PWY	P4-PWY	PWY-2941	PWY-2942	PWY-5097	PWY-724	PWY0-781
rxn44124	
rxn44125	
rxn44126	
rxn44127	
rxn44128	PWY-7157	PWY-7498
rxn44129	PWY-6566	PWY-6569	PWY-6571
rxn44130	
rxn44131	
rxn44132	PWY-7735
rxn44133	PWY-7536
rxn44134	PWY-7682
rxn44135	
rxn44136	PWY-5987
rxn44137	
rxn44138	PWY-7618
rxn44139	
rxn44140	PWY4FS-11
rxn44141	
rxn44142	
rxn44143	
rxn44144	
rxn44145	PWY-7738
rxn44146	PWY-7300
rxn44147	PWY-7967
rxn44148	PWY-7028	PWY-7332	PWY-7333	PWY-7334	PWY-7467	PWY-7842
rxn44149	
rxn44150	PWY-5303	PWY-5304
rxn44151	PWY-7449
rxn44152	GALACTITOLCAT-PWY	HEXITOLDEGSUPER-PWY
rxn44153	PWY-5821
rxn44154	PWY-7135
rxn44155	PWY-7757
rxn44156	PWY-7981
rxn44157	PWY-7552
rxn44158	PWY-7695
rxn44159	PWY-4061	PWY-6842
rxn44160	PWY-7936
rxn44161	
rxn44162	PWY-7981
rxn44163	
rxn44164	PWY-7563
rxn44165	PWY-2582	PWY-6544
rxn44166	PWY-6094
rxn44167	
rxn44168	PWY-7850
rxn44169	PWY-7372	PWY-7373
rxn44170	
rxn44171	PWY-7760
rxn44172	
rxn44173	PWY-762
rxn44174	
rxn44175	
rxn44176	PWY-7160
rxn44177	PWY-782
rxn44178	PWY-7256
rxn44179	PWY-7821
rxn44180	
rxn44181	PWY-7138
rxn44182	PWY-7873
rxn44183	PWYQT-4477
rxn44184	
rxn44185	PWY-6148
rxn44186	PWY-7352	PWY-7354
rxn44187	PWY-6346
rxn44188	
rxn44189	
rxn44190	PWY-7777
rxn44191	PWY-6113	PWYG-321
rxn44192	
rxn44193	PWY-7820
